date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:30:22	335/335	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/jarallax/jarallax.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/jarallax/jarallax.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:23	7302/7302	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:23	4040/4040	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/nouislider/nouislider.min.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/nouislider/nouislider.min.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:23	1421/1421	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/nouislider/nouislider.pips.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/nouislider/nouislider.pips.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:23	3116/3116	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/odometer/odometer.min.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/odometer/odometer.min.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:24	13689/13689	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/swiper/swiper.min.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/swiper/swiper.min.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:24	3765/3765	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/delogis-icons/style.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/delogis-icons/style.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:24	2058/2058	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/tiny-slider/tiny-slider.min.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/tiny-slider/tiny-slider.min.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:25	313/313	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/reey-font/stylesheet.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/reey-font/stylesheet.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:25	307/307	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/alagambe-font/stylesheet.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/alagambe-font/stylesheet.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:25	3356/3356	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/owl-carousel/owl.carousel.min.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/owl-carousel/owl.carousel.min.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:25	1018/1018	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/owl-carousel/owl.theme.default.min.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/owl-carousel/owl.theme.default.min.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:26	4088/4088	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/bxslider/jquery.bxslider.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/bxslider/jquery.bxslider.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:26	11832/11832	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/bootstrap-select/css/bootstrap-select.min.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/bootstrap-select/css/bootstrap-select.min.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:26	9461/9461	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/vegas/vegas.min.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/vegas/vegas.min.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:27	34763/34763	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/jquery-ui/jquery-ui.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/jquery-ui/jquery-ui.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:27	4064/4064	---M-Z	200	added ('OK')	text/css	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/vendors/timepicker/timePicker.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/vendors/timepicker/timePicker.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:28	465142/465142	---M-Z	200	added ('OK')	text/css	date:Sun,%2011%20Feb%202024%2008:20:40%20GMT	https://bracketweb.com/delogis-html/main-html/assets/css/delogis.css	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/css/delogis.css	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:28	78022/78022	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/about.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/about.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:28	53995/53995	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/faq.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/faq.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:28	51281/51281	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/contact.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/contact.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:28	126064/126064	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:29	7424/7424	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jan%202024%2007:43:10%20GMT	https://bracketweb.com/delogis-html/main-html/assets/images/resources/logo-2.png	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/images/resources/logo-2.png	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:29	106451/106451	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index4.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index4.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:29	148003/148003	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-4.png	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-4.png	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:29	84891/84891	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index4-one-page.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index4-one-page.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:30	106584/106584	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index4-dark.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index4-dark.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:31	101690/101690	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2005:29:39%20GMT	https://bracketweb.com/delogis-html/main-html/index5.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index5.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:31	180913/180913	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-5.png	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-5.png	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:31	76807/76807	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2005:29:39%20GMT	https://bracketweb.com/delogis-html/main-html/index5-one-page.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index5-one-page.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:32	101781/101781	---M-Z	200	added ('OK')	text/html	date:Sat,%2017%20Feb%202024%2005:29:39%20GMT	https://bracketweb.com/delogis-html/main-html/index5-dark.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index5-dark.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:32	101849/101849	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/index-one-page.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index-one-page.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:32	144501/144501	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-1.png	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-1.png	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:32	123401/123401	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index-dark.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index-dark.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:33	139719/139719	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-2.png	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-2.png	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:33	97319/97319	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/index2-one-page.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index2-one-page.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:33	118986/118986	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index2-dark.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index2-dark.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:34	121841/121841	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index3.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index3.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:34	127272/127272	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-3.png	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-1-3.png	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:34	99211/99211	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/index3-one-page.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index3-one-page.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:34	122163/122163	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index3-dark.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index3-dark.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:35	123188/123188	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index-boxed.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index-boxed.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:35	142250/142250	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-boxed.png	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-boxed.png	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:35	123907/123907	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/index-rtl.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/index-rtl.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:35	140989/140989	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Feb%202024%2007:20:16%20GMT	https://bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-rtl.png	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/assets/images/home-showcase/home-rtl.png	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:35	58021/58021	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/team.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/team.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:36	59543/59543	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/team-2.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/team-2.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:36	58609/58609	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/team-carousel.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/team-carousel.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:36	55858/55858	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/team-details.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/team-details.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:36	52343/52343	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/make-appointment.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/make-appointment.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:37	52242/52242	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/gallery.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/gallery.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:37	64224/64224	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/pricing-plans.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/pricing-plans.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:37	48246/48246	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/login.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/login.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:37	49541/49541	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/404.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/404.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:37	54803/54803	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/services.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/services.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:38	55257/55257	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/services-2.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/services-2.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:38	52123/52123	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/services-3.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/services-3.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:38	55480/55480	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/services-carousel.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/services-carousel.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:39	57792/57792	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/dating-relationship.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/dating-relationship.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:39	57780/57780	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/self-esteem-issues.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/self-esteem-issues.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:39	57772/57772	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/family-psycology.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/family-psycology.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:39	57776/57776	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/career-counseling.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/career-counseling.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:39	57768/57768	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/anxiety-grief.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/anxiety-grief.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:40	57800/57800	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/young-adult-intensive.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/young-adult-intensive.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:40	52966/52966	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/cases-1.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/cases-1.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:40	56598/56598	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/cases-2.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/cases-2.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:40	51229/51229	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/cases-3.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/cases-3.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:41	50109/50109	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/cases-4.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/cases-4.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
01:30:41	53574/53574	---M-Z	200	added ('OK')	text/html	date:Sat,%2010%20Feb%202024%2016:24:52%20GMT	https://bracketweb.com/delogis-html/main-html/cases-carousel.html	C:/Users/Orange/Desktop/rama/Rama1/bracketweb.com/delogis-html/main-html/cases-carousel.html	(from https://bracketweb.com/delogis-html/main-html/index2.html)
